Total puntos: 2400
Punto 0: (0.37184, 208.935) indice: 0
Punto 708 -> Centroide 22
Punto 709 -> Centroide 5
Punto 710 -> Centroide 19
Punto 711 -> Centroide 61
Punto 712 -> Centroide 44
Punto 713 -> Centroide 70
Punto 714 -> Centroide 36
Punto 715 -> Centroide 7
Punto 716 -> Centroide 40
Punto 717 -> Centroide 26
Punto 718 -> Centroide 31
Punto 719 -> Centroide 38
Punto 720 -> Centroide 58
Punto 721 -> Centroide 19
Punto 722 -> Centroide 19
Punto 723 -> Centroide 19
Punto 724 -> Centroide 35
Punto 725 -> Centroide 58
Punto 726 -> Centroide 20
Punto 727 -> Centroide 91
Punto 728 -> Centroide 78
Punto 729 -> Centroide 32
Punto 730 -> Centroide 8
Punto 731 -> Centroide 29
Punto 732 -> Centroide 71
Punto 733 -> Centroide 0
Punto 734 -> Centroide 66
Punto 735 -> Centroide 22
Punto 736 -> Centroide 16
Punto 737 -> Centroide 57
Punto 738 -> Centroide 88
Punto 739 -> Centroide 65
Punto 740 -> Centroide 71
Punto 741 -> Centroide 20
Punto 742 -> Centroide 8
Punto 743 -> Centroide 62
Punto 744 -> Centroide 33
Punto 745 -> Centroide 65
Punto 746 -> Centroide 53
Punto 747 -> Centroide 59
Punto 748 -> Centroide 41
Punto 749 -> Centroide 93
Punto 750 -> Centroide 9
Punto 751 -> Centroide 42
Punto 752 -> Centroide 83
Punto 753 -> Centroide 25
Punto 754 -> Centroide 93
Punto 755 -> Centroide 17
Punto 756 -> Centroide 92
Punto 757 -> Centroide 59
Punto 758 -> Centroide 56
Punto 759 -> Centroide 10
Punto 760 -> Centroide 88
Punto 761 -> Centroide 46
Punto 762 -> Centroide 55
Punto 763 -> Centroide 82
Punto 764 -> Centroide 19
Punto 765 -> Centroide 27
Punto 766 -> Centroide 67
Punto 767 -> Centroide 9
Punto 768 -> Centroide 88
Punto 769 -> Centroide 21
Punto 770 -> Centroide 61
Punto 771 -> Centroide 50
Punto 772 -> Centroide 16
Punto 773 -> Centroide 77
Punto 774 -> Centroide 69
Punto 775 -> Centroide 19
Punto 776 -> Centroide 14
Punto 777 -> Centroide 37
Punto 778 -> Centroide 85
Punto 779 -> Centroide 30
Punto 780 -> Centroide 55
Punto 781 -> Centroide 54
Punto 782 -> Centroide 20
Punto 783 -> Centroide 20
Punto 784 -> Centroide 7
Punto 785 -> Centroide 67
Punto 786 -> Centroide 66
Punto 787 -> Centroide 82
Punto 788 -> Centroide 31
Punto 789 -> Centroide 44
Punto 790 -> Centroide 91
Punto 791 -> Centroide 88
Punto 792 -> Centroide 81
Punto 793 -> Centroide 25
Punto 794 -> Centroide 59
Punto 795 -> Centroide 5
Punto 796 -> Centroide 4
Punto 797 -> Centroide 14
Punto 798 -> Centroide 38
Punto 799 -> Centroide 9
Punto 800 -> Centroide 27
Punto 801 -> Centroide 8
Punto 802 -> Centroide 67
Punto 803 -> Centroide 85
Punto 804 -> Centroide 93
Punto 805 -> Centroide 11
Punto 806 -> Centroide 44
Punto 807 -> Centroide 74
Punto 808 -> Centroide 50
Punto 809 -> Centroide 35
Punto 810 -> Centroide 20
Punto 811 -> Centroide 17
Punto 812 -> Centroide 10
Punto 813 -> Centroide 37
Punto 814 -> Centroide 39
Punto 815 -> Centroide 10
Punto 816 -> Centroide 73
Punto 817 -> Centroide 43
Punto 818 -> Centroide 43
Punto 819 -> Centroide 71
Punto 820 -> Centroide 78
Punto 821 -> Centroide 69
Punto 822 -> Centroide 92
Punto 823 -> Centroide 52
Punto 824 -> Centroide 85
Punto 825 -> Centroide 57
Punto 826 -> Centroide 8
Punto 827 -> Centroide 68
Punto 828 -> Centroide 12
Punto 829 -> Centroide 11
Punto 830 -> Centroide 16
Punto 831 -> Centroide 20
Punto 832 -> Centroide 49
Punto 833 -> Centroide 39
Punto 834 -> Centroide 44
Punto 835 -> Centroide 43
Punto 836 -> Centroide 7
Punto 837 -> Centroide 65
Punto 838 -> Centroide 14
Punto 839 -> Centroide 6
Punto 840 -> Centroide 43
Punto 841 -> Centroide 26
Punto 842 -> Centroide 85
Punto 843 -> Centroide 72
Punto 844 -> Centroide 60
Punto 845 -> Centroide 19
Punto 846 -> Centroide 27
Punto 847 -> Centroide 26
Punto 848 -> Centroide 17
Punto 849 -> Centroide 74
Punto 850 -> Centroide 7
Punto 851 -> Centroide 90
Punto 852 -> Centroide 26
Punto 853 -> Centroide 73
Punto 854 -> Centroide 62
Punto 855 -> Centroide 14
Punto 856 -> Centroide 72
Punto 857 -> Centroide 56
Punto 858 -> Centroide 46
Punto 859 -> Centroide 88
Punto 860 -> Centroide 90
Punto 861 -> Centroide 7
Punto 862 -> Centroide 86
Punto 863 -> Centroide 55
Punto 864 -> Centroide 34
Punto 865 -> Centroide 56
Punto 866 -> Centroide 2
Punto 867 -> Centroide 75
Punto 868 -> Centroide 47
Punto 869 -> Centroide 62
Punto 870 -> Centroide 71
Punto 871 -> Centroide 61
Punto 872 -> Centroide 70
Punto 873 -> Centroide 80
Punto 874 -> Centroide 17
Punto 875 -> Centroide 7
Punto 876 -> Centroide 73
Punto 877 -> Centroide 71
Punto 878 -> Centroide 74
Punto 879 -> Centroide 47
Punto 880 -> Centroide 73
Punto 881 -> Centroide 38
Punto 882 -> Centroide 43
Punto 883 -> Centroide 57
Punto 884 -> Centroide 92
Punto 885 -> Centroide 39
Punto 886 -> Centroide 56
Punto 887 -> Centroide 90
Punto 888 -> Centroide 73
Punto 889 -> Centroide 79
Punto 890 -> Centroide 65
Punto 891 -> Centroide 88
Punto 892 -> Centroide 20
Punto 893 -> Centroide 16
Punto 894 -> Centroide 21
Punto 895 -> Centroide 8
Punto 896 -> Centroide 80
Punto 897 -> Centroide 8
Punto 898 -> Centroide 80
Punto 899 -> Centroide 87
Punto 900 -> Centroide 11
Punto 901 -> Centroide 40
Punto 902 -> Centroide 71
Punto 903 -> Centroide 18
Punto 904 -> Centroide 88
Punto 905 -> Centroide 58
Punto 906 -> Centroide 58
Punto 907 -> Centroide 32
Punto 908 -> Centroide 73
Punto 909 -> Centroide 91
Punto 910 -> Centroide 30
Punto 911 -> Centroide 74
Punto 912 -> Centroide 20
Punto 913 -> Centroide 12
Punto 914 -> Centroide 65
Punto 915 -> Centroide 25
Punto 916 -> Centroide 36
Punto 917 -> Centroide 27
Punto 918 -> Centroide 88
Punto 919 -> Centroide 33
Punto 920 -> Centroide 58
Punto 921 -> Centroide 46
Punto 922 -> Centroide 77
Punto 923 -> Centroide 7
Punto 924 -> Centroide 62
Punto 925 -> Centroide 78
Punto 926 -> Centroide 42
Punto 927 -> Centroide 42
Punto 928 -> Centroide 68
Punto 929 -> Centroide 32
Punto 930 -> Centroide 14
Punto 931 -> Centroide 91
Punto 932 -> Centroide 27
Punto 933 -> Centroide 21
Punto 934 -> Centroide 94
Punto 935 -> Centroide 27
Punto 936 -> Centroide 25
Punto 937 -> Centroide 73
Punto 938 -> Centroide 45
Punto 939 -> Centroide 38
Punto 940 -> Centroide 80
Punto 941 -> Centroide 10
Punto 942 -> Centroide 39
Punto 943 -> Centroide 79
Punto 944 -> Centroide 54
Punto 945 -> Centroide 90
Punto 946 -> Centroide 10
Punto 947 -> Centroide 84
Punto 948 -> Centroide 7
Punto 949 -> Centroide 13
Punto 950 -> Centroide 70
Punto 951 -> Centroide 29
Punto 952 -> Centroide 66
Punto 953 -> Centroide 62
Punto 954 -> Centroide 68
Punto 955 -> Centroide 56
Punto 956 -> Centroide 8
Punto 957 -> Centroide 72
Punto 958 -> Centroide 37
Punto 959 -> Centroide 92
Punto 960 -> Centroide 75
Punto 961 -> Centroide 43
Punto 962 -> Centroide 58
Punto 963 -> Centroide 17
Punto 964 -> Centroide 7
Punto 965 -> Centroide 19
Punto 966 -> Centroide 70
Punto 967 -> Centroide 92
Punto 968 -> Centroide 67
Punto 969 -> Centroide 81
Punto 970 -> Centroide 60
Punto 971 -> Centroide 63
Punto 972 -> Centroide 45
Punto 973 -> Centroide 46
Punto 974 -> Centroide 50
Punto 975 -> Centroide 14
Punto 976 -> Centroide 39
Punto 977 -> Centroide 72
Punto 978 -> Centroide 87
Punto 979 -> Centroide 72
Punto 980 -> Centroide 22
Punto 981 -> Centroide 5
Punto 982 -> Centroide 6
Punto 983 -> Centroide 20
Punto 984 -> Centroide 81
Punto 985 -> Centroide 12
Punto 986 -> Centroide 38
Punto 987 -> Centroide 6
Punto 988 -> Centroide 38
Punto 989 -> Centroide 6
Punto 990 -> Centroide 29
Punto 991 -> Centroide 46
Punto 992 -> Centroide 31
Punto 993 -> Centroide 9
Punto 994 -> Centroide 75
Punto 995 -> Centroide 87
Punto 996 -> Centroide 81
Punto 997 -> Centroide 23
Punto 998 -> Centroide 14
Punto 999 -> Centroide 25
Punto 1000 -> Centroide 72
Punto 1001 -> Centroide 7
Punto 1002 -> Centroide 66
Punto 1003 -> Centroide 71
Punto 1004 -> Centroide 7
Punto 1005 -> Centroide 25
Punto 1006 -> Centroide 83
Punto 1007 -> Centroide 10
Punto 1008 -> Centroide 57
Punto 1009 -> Centroide 33
Punto 1010 -> Centroide 51
Punto 1011 -> Centroide 16
Punto 1012 -> Centroide 61
Punto 1013 -> Centroide 4
Punto 1014 -> Centroide 54
Punto 1015 -> Centroide 80
Punto 1016 -> Centroide 36
Punto 1017 -> Centroide 62
Punto 1018 -> Centroide 3
Punto 1019 -> Centroide 44
Punto 1020 -> Centroide 7
Punto 1021 -> Centroide 15
Punto 1022 -> Centroide 58
Punto 1023 -> Centroide 91
Punto 1024 -> Centroide 35
Punto 1025 -> Centroide 56
Punto 1026 -> Centroide 88
Punto 1027 -> Centroide 62
Punto 1028 -> Centroide 65
Punto 1029 -> Centroide 46
Punto 1030 -> Centroide 74
Punto 1031 -> Centroide 44
Punto 1032 -> Centroide 83
Punto 1033 -> Centroide 62
Punto 1034 -> Centroide 34
Punto 1035 -> Centroide 44
Punto 1036 -> Centroide 18
Punto 1037 -> Centroide 42
Punto 1038 -> Centroide 13
Punto 1039 -> Centroide 59
Punto 1040 -> Centroide 4
Punto 1041 -> Centroide 78
Punto 1042 -> Centroide 74
Punto 1043 -> Centroide 37
Punto 1044 -> Centroide 75
Punto 1045 -> Centroide 57
Punto 1046 -> Centroide 68
Punto 1047 -> Centroide 35
Punto 1048 -> Centroide 23
Punto 1049 -> Centroide 32
Punto 1050 -> Centroide 71
Punto 1051 -> Centroide 45
Punto 1052 -> Centroide 78
Punto 1053 -> Centroide 78
Punto 1054 -> Centroide 50
Punto 1055 -> Centroide 7
Punto 1056 -> Centroide 20
Punto 1057 -> Centroide 82
Punto 1058 -> Centroide 26
Punto 1059 -> Centroide 94
Punto 1060 -> Centroide 73
Punto 1061 -> Centroide 20
Punto 1062 -> Centroide 27
Punto 1063 -> Centroide 20
Punto 1064 -> Centroide 81
Punto 1065 -> Centroide 13
Punto 1066 -> Centroide 73
Punto 1067 -> Centroide 8
Punto 1068 -> Centroide 74
Punto 1069 -> Centroide 70
Punto 1070 -> Centroide 5
Punto 1071 -> Centroide 25
Punto 1072 -> Centroide 39
Punto 1073 -> Centroide 85
Punto 1074 -> Centroide 41
Punto 1075 -> Centroide 78
Punto 1076 -> Centroide 77
Punto 1077 -> Centroide 3
Punto 1078 -> Centroide 25
Punto 1079 -> Centroide 10
Punto 1080 -> Centroide 90
Punto 1081 -> Centroide 18
Punto 1082 -> Centroide 5
Punto 1083 -> Centroide 7
Punto 1084 -> Centroide 27
Punto 1085 -> Centroide 20
Punto 1086 -> Centroide 51
Punto 1087 -> Centroide 55
Punto 1088 -> Centroide 20
Punto 1089 -> Centroide 55
Punto 1090 -> Centroide 27
Punto 1091 -> Centroide 67
Punto 1092 -> Centroide 78
Punto 1093 -> Centroide 12
Punto 1094 -> Centroide 65
Punto 1095 -> Centroide 22
Punto 1096 -> Centroide 34
Punto 1097 -> Centroide 93
Punto 1098 -> Centroide 34
Punto 1099 -> Centroide 14
Punto 1100 -> Centroide 79
Punto 1101 -> Centroide 20
Punto 1102 -> Centroide 27
Punto 1103 -> Centroide 8
Punto 1104 -> Centroide 81
Punto 1105 -> Centroide 55
Punto 1106 -> Centroide 20
Punto 1107 -> Centroide 69
Punto 1108 -> Centroide 85
Punto 1109 -> Centroide 44
Punto 1110 -> Centroide 94
Punto 1111 -> Centroide 37
Punto 1112 -> Centroide 7
Punto 1113 -> Centroide 2
Punto 1114 -> Centroide 66
Punto 1115 -> Centroide 37
Punto 1116 -> Centroide 22
Punto 1117 -> Centroide 78
Punto 1118 -> Centroide 32
Punto 1119 -> Centroide 51
Punto 1120 -> Centroide 70
Punto 1121 -> Centroide 90
Punto 1122 -> Centroide 20
Punto 1123 -> Centroide 7
Punto 1124 -> Centroide 73
Punto 1125 -> Centroide 54
Punto 1126 -> Centroide 75
Punto 1127 -> Centroide 8
Punto 1128 -> Centroide 37
Punto 1129 -> Centroide 14
Punto 1130 -> Centroide 44
Punto 1131 -> Centroide 50
Punto 1132 -> Centroide 82
Punto 1133 -> Centroide 6
Punto 1134 -> Centroide 36
Punto 1135 -> Centroide 53
Punto 1136 -> Centroide 35
Punto 1137 -> Centroide 93
Punto 1138 -> Centroide 53
Punto 1139 -> Centroide 77
Punto 1140 -> Centroide 59
Punto 1141 -> Centroide 41
Punto 1142 -> Centroide 58
Punto 1143 -> Centroide 1
Punto 1144 -> Centroide 91
Punto 1145 -> Centroide 67
Punto 1146 -> Centroide 85
Punto 1147 -> Centroide 59
Punto 1148 -> Centroide 20
Punto 1149 -> Centroide 83
Punto 1150 -> Centroide 60
Punto 1151 -> Centroide 43
Punto 1152 -> Centroide 88
Punto 1153 -> Centroide 33
Punto 1154 -> Centroide 82
Punto 1155 -> Centroide 75
Punto 1156 -> Centroide 43
Punto 1157 -> Centroide 5
Punto 1158 -> Centroide 87
Punto 1159 -> Centroide 7
Punto 1160 -> Centroide 22
Punto 1161 -> Centroide 20
Punto 1162 -> Centroide 77
Punto 1163 -> Centroide 66
Punto 1164 -> Centroide 55
Punto 1165 -> Centroide 25
Punto 1166 -> Centroide 19
Punto 1167 -> Centroide 28
Punto 1168 -> Centroide 44
Punto 1169 -> Centroide 34
Punto 1170 -> Centroide 36
Punto 1171 -> Centroide 27
Punto 1172 -> Centroide 22
Punto 1173 -> Centroide 70
Punto 1174 -> Centroide 12
Punto 1175 -> Centroide 18
Punto 1176 -> Centroide 61
Punto 1177 -> Centroide 94
Punto 1178 -> Centroide 5
Punto 1179 -> Centroide 37
Punto 1180 -> Centroide 33
Punto 1181 -> Centroide 58
Punto 1182 -> Centroide 57
Punto 1183 -> Centroide 34
Punto 1184 -> Centroide 81
Punto 1185 -> Centroide 43
Punto 1186 -> Centroide 78
Punto 1187 -> Centroide 20
Punto 1188 -> Centroide 59
Punto 1189 -> Centroide 20
Punto 1190 -> Centroide 14
Punto 1191 -> Centroide 73
Punto 1192 -> Centroide 8
Punto 1193 -> Centroide 51
Punto 1194 -> Centroide 3
Punto 1195 -> Centroide 52
Punto 1196 -> Centroide 27
Punto 1197 -> Centroide 39
Punto 1198 -> Centroide 38
Punto 1199 -> Centroide 31
Punto 1200 -> Centroide 78
Punto 1201 -> Centroide 26
Punto 1202 -> Centroide 80
Punto 1203 -> Centroide 72
Punto 1204 -> Centroide 25
Punto 1205 -> Centroide 74
Punto 1206 -> Centroide 16
Punto 1207 -> Centroide 7
Punto 1208 -> Centroide 77
Punto 1209 -> Centroide 17
Punto 1210 -> Centroide 63
Punto 1211 -> Centroide 65
Punto 1212 -> Centroide 9
Punto 1213 -> Centroide 55
Punto 1214 -> Centroide 45
Punto 1215 -> Centroide 4
Punto 1216 -> Centroide 20
Punto 1217 -> Centroide 35
Punto 1218 -> Centroide 22
Punto 1219 -> Centroide 17
Punto 1220 -> Centroide 20
Punto 1221 -> Centroide 28
Punto 1222 -> Centroide 23
Punto 1223 -> Centroide 21
Punto 1224 -> Centroide 14
Punto 1225 -> Centroide 69
Punto 1226 -> Centroide 2
Punto 1227 -> Centroide 51
Punto 1228 -> Centroide 4
Punto 1229 -> Centroide 83
Punto 1230 -> Centroide 17
Punto 1231 -> Centroide 9
Punto 1232 -> Centroide 39
Punto 1233 -> Centroide 74
Punto 1234 -> Centroide 27
Punto 1235 -> Centroide 32
Punto 1236 -> Centroide 10
Punto 1237 -> Centroide 53
Punto 1238 -> Centroide 44
Punto 1239 -> Centroide 48
Punto 1240 -> Centroide 14
Punto 1241 -> Centroide 84
Punto 1242 -> Centroide 25
Punto 1243 -> Centroide 45
Punto 1244 -> Centroide 74
Punto 1245 -> Centroide 12
Punto 1246 -> Centroide 56
Punto 1247 -> Centroide 55
Punto 1248 -> Centroide 80
Punto 1249 -> Centroide 18
Punto 1250 -> Centroide 26
Punto 1251 -> Centroide 7
Punto 1252 -> Centroide 10
Punto 1253 -> Centroide 9
Punto 1254 -> Centroide 26
Punto 1255 -> Centroide 18
Punto 1256 -> Centroide 80
Punto 1257 -> Centroide 43
Punto 1258 -> Centroide 43
Punto 1259 -> Centroide 26
Punto 1260 -> Centroide 58
Punto 1261 -> Centroide 69
Punto 1262 -> Centroide 56
Punto 1263 -> Centroide 80
Punto 1264 -> Centroide 93
Punto 1265 -> Centroide 94
Punto 1266 -> Centroide 43
Punto 1267 -> Centroide 74
Punto 1268 -> Centroide 59
Punto 1269 -> Centroide 18
Punto 1270 -> Centroide 42
Punto 1271 -> Centroide 39
Punto 1272 -> Centroide 7
Punto 1273 -> Centroide 90
Punto 1274 -> Centroide 88
Punto 1275 -> Centroide 81
Punto 1276 -> Centroide 87
Punto 1277 -> Centroide 39
Punto 1278 -> Centroide 47
Punto 1279 -> Centroide 65
Punto 1280 -> Centroide 51
Punto 1281 -> Centroide 71
Punto 1282 -> Centroide 39
Punto 1283 -> Centroide 69
Punto 1284 -> Centroide 30
Punto 1285 -> Centroide 82
Punto 1286 -> Centroide 85
Punto 1287 -> Centroide 13
Punto 1288 -> Centroide 25
Punto 1289 -> Centroide 62
Punto 1290 -> Centroide 74
Punto 1291 -> Centroide 44
Punto 1292 -> Centroide 80
Punto 1293 -> Centroide 85
Punto 1294 -> Centroide 43
Punto 1295 -> Centroide 41
Punto 1296 -> Centroide 56
Punto 1297 -> Centroide 94
Punto 1298 -> Centroide 21
Punto 1299 -> Centroide 94
Punto 1300 -> Centroide 8
Punto 1301 -> Centroide 39
Punto 1302 -> Centroide 88
Punto 1303 -> Centroide 41
Punto 1304 -> Centroide 73
Punto 1305 -> Centroide 42
Punto 1306 -> Centroide 26
Punto 1307 -> Centroide 20
Punto 1308 -> Centroide 93
Punto 1309 -> Centroide 27
Punto 1310 -> Centroide 20
Punto 1311 -> Centroide 70
Punto 1312 -> Centroide 30
Punto 1313 -> Centroide 20
Punto 1314 -> Centroide 93
Punto 1315 -> Centroide 86
Punto 1316 -> Centroide 73
Punto 1317 -> Centroide 86
Punto 1318 -> Centroide 57
Punto 1319 -> Centroide 12
Punto 1320 -> Centroide 39
Punto 1321 -> Centroide 75
Punto 1322 -> Centroide 36
Punto 1323 -> Centroide 34
Punto 1324 -> Centroide 58
Punto 1325 -> Centroide 94
Punto 1326 -> Centroide 80
Punto 1327 -> Centroide 44
Punto 1328 -> Centroide 39
Punto 1329 -> Centroide 31
Punto 1330 -> Centroide 21
Punto 1331 -> Centroide 12
Punto 1332 -> Centroide 20
Punto 1333 -> Centroide 8
Punto 1334 -> Centroide 79
Punto 1335 -> Centroide 19
Punto 1336 -> Centroide 20
Punto 1337 -> Centroide 22
Punto 1338 -> Centroide 84
Punto 1339 -> Centroide 43
Punto 1340 -> Centroide 65
Punto 1341 -> Centroide 73
Punto 1342 -> Centroide 17
Punto 1343 -> Centroide 71
Punto 1344 -> Centroide 67
Punto 1345 -> Centroide 11
Punto 1346 -> Centroide 2
Punto 1347 -> Centroide 90
Punto 1348 -> Centroide 7
Punto 1349 -> Centroide 20
Punto 1350 -> Centroide 20
Punto 1351 -> Centroide 20
Punto 1352 -> Centroide 75
Punto 1353 -> Centroide 20
Punto 1354 -> Centroide 22
Punto 1355 -> Centroide 18
Punto 1356 -> Centroide 91
Punto 1357 -> Centroide 25
Punto 1358 -> Centroide 82
Punto 1359 -> Centroide 75
Punto 1360 -> Centroide 18
Punto 1361 -> Centroide 56
Punto 1362 -> Centroide 9
Punto 1363 -> Centroide 39
Punto 1364 -> Centroide 8
Punto 1365 -> Centroide 24
Punto 1366 -> Centroide 33
Punto 1367 -> Centroide 39
Punto 1368 -> Centroide 46
Punto 1369 -> Centroide 46
Punto 1370 -> Centroide 9
Punto 1371 -> Centroide 77
Punto 1372 -> Centroide 44
Punto 1373 -> Centroide 39
Punto 1374 -> Centroide 92
Punto 1375 -> Centroide 18
Punto 1376 -> Centroide 64
Punto 1377 -> Centroide 12
Punto 1378 -> Centroide 73
Punto 1379 -> Centroide 37
Punto 1380 -> Centroide 79
Punto 1381 -> Centroide 35
Punto 1382 -> Centroide 59
Punto 1383 -> Centroide 42
Punto 1384 -> Centroide 34
Punto 1385 -> Centroide 7
Punto 1386 -> Centroide 90
Punto 1387 -> Centroide 6
Punto 1388 -> Centroide 62
Punto 1389 -> Centroide 50
Punto 1390 -> Centroide 8
Punto 1391 -> Centroide 80
Punto 1392 -> Centroide 70
Punto 1393 -> Centroide 20
Punto 1394 -> Centroide 77
Punto 1395 -> Centroide 33
Punto 1396 -> Centroide 40
Punto 1397 -> Centroide 39
Punto 1398 -> Centroide 21
Punto 1399 -> Centroide 71
Punto 1400 -> Centroide 42
Punto 1401 -> Centroide 7
Punto 1402 -> Centroide 39
Punto 1403 -> Centroide 88
Punto 1404 -> Centroide 93
Punto 1405 -> Centroide 58
Punto 1406 -> Centroide 93
Punto 1407 -> Centroide 62
Punto 1408 -> Centroide 22
Punto 1409 -> Centroide 72
Punto 1410 -> Centroide 66
Punto 1411 -> Centroide 19
Punto 1412 -> Centroide 39
Punto 1413 -> Centroide 38
Punto 1414 -> Centroide 78
Punto 1415 -> Centroide 36
Punto 1416 -> Centroide 38
Punto 1417 -> Centroide 83
Punto 1418 -> Centroide 6
Punto 1419 -> Centroide 87
Punto 1420 -> Centroide 8
Punto 1421 -> Centroide 79
Punto 1422 -> Centroide 32
Punto 1423 -> Centroide 59
Punto 1424 -> Centroide 26
Punto 1425 -> Centroide 10
Punto 1426 -> Centroide 70
Punto 1427 -> Centroide 20
Punto 1428 -> Centroide 70
Punto 1429 -> Centroide 14
Punto 1430 -> Centroide 1
Punto 1431 -> Centroide 39
Punto 1432 -> Centroide 68
Punto 1433 -> Centroide 85
Punto 1434 -> Centroide 20
Punto 1435 -> Centroide 75
Punto 1436 -> Centroide 20
Punto 1437 -> Centroide 83
Punto 1438 -> Centroide 34
Punto 1439 -> Centroide 20
Punto 1440 -> Centroide 56
Punto 1441 -> Centroide 91
Punto 1442 -> Centroide 24
Punto 1443 -> Centroide 20
Punto 1444 -> Centroide 7
Punto 1445 -> Centroide 44
Punto 1446 -> Centroide 31
Punto 1447 -> Centroide 79
Punto 1448 -> Centroide 1
Punto 1449 -> Centroide 0
Punto 1450 -> Centroide 58
Punto 1451 -> Centroide 38
Punto 1452 -> Centroide 79
Punto 1453 -> Centroide 11
Punto 1454 -> Centroide 81
Punto 1455 -> Centroide 72
Punto 1456 -> Centroide 9
Punto 1457 -> Centroide 35
Punto 1458 -> Centroide 74
Punto 1459 -> Centroide 91
Punto 1460 -> Centroide 22
Punto 1461 -> Centroide 78
Punto 1462 -> Centroide 30
Punto 1463 -> Centroide 26
Punto 1464 -> Centroide 59
Punto 1465 -> Centroide 83
Punto 1466 -> Centroide 68
Punto 1467 -> Centroide 26
Punto 1468 -> Centroide 33
Punto 1469 -> Centroide 20
Punto 1470 -> Centroide 12
Punto 1471 -> Centroide 48
Punto 1472 -> Centroide 84
Punto 1473 -> Centroide 1
Punto 1474 -> Centroide 35
Punto 1475 -> Centroide 70
Punto 1476 -> Centroide 48
Punto 1477 -> Centroide 26
Punto 1478 -> Centroide 74
Punto 1479 -> Centroide 82
Punto 1480 -> Centroide 1
Punto 1481 -> Centroide 41
Punto 1482 -> Centroide 6
Punto 1483 -> Centroide 9
Punto 1484 -> Centroide 25
Punto 1485 -> Centroide 30
Punto 1486 -> Centroide 28
Punto 1487 -> Centroide 38
Punto 1488 -> Centroide 5
Punto 1489 -> Centroide 79
Punto 1490 -> Centroide 16
Punto 1491 -> Centroide 11
Punto 1492 -> Centroide 26
Punto 1493 -> Centroide 6
Punto 1494 -> Centroide 55
Punto 1495 -> Centroide 24
Punto 1496 -> Centroide 68
Punto 1497 -> Centroide 71
Punto 1498 -> Centroide 8
Punto 1499 -> Centroide 58
Punto 1500 -> Centroide 22
Punto 1501 -> Centroide 9
Punto 1502 -> Centroide 91
Punto 1503 -> Centroide 20
Punto 1504 -> Centroide 30
Punto 1505 -> Centroide 23
Punto 1506 -> Centroide 16
Punto 1507 -> Centroide 42
Punto 1508 -> Centroide 58
Punto 1509 -> Centroide 48
Punto 1510 -> Centroide 58
Punto 1511 -> Centroide 83
Punto 1512 -> Centroide 92
Punto 1513 -> Centroide 8
Punto 1514 -> Centroide 93
Punto 1515 -> Centroide 39
Punto 1516 -> Centroide 59
Punto 1517 -> Centroide 26
Punto 1518 -> Centroide 37
Punto 1519 -> Centroide 12
Punto 1520 -> Centroide 79
Punto 1521 -> Centroide 81
Punto 1522 -> Centroide 86
Punto 1523 -> Centroide 6
Punto 1524 -> Centroide 58
Punto 1525 -> Centroide 91
Punto 1526 -> Centroide 35
Punto 1527 -> Centroide 51
Punto 1528 -> Centroide 7
Punto 1529 -> Centroide 9
Punto 1530 -> Centroide 48
Punto 1531 -> Centroide 71
Punto 1532 -> Centroide 11
Punto 1533 -> Centroide 60
Punto 1534 -> Centroide 88
Punto 1535 -> Centroide 18
Punto 1536 -> Centroide 32
Punto 1537 -> Centroide 38
Punto 1538 -> Centroide 14
Punto 1539 -> Centroide 19
Punto 1540 -> Centroide 44
Punto 1541 -> Centroide 4
Punto 1542 -> Centroide 23
Punto 1543 -> Centroide 34
Punto 1544 -> Centroide 39
Punto 1545 -> Centroide 61
Punto 1546 -> Centroide 38
Punto 1547 -> Centroide 8
Punto 1548 -> Centroide 12
Punto 1549 -> Centroide 36
Punto 1550 -> Centroide 37
Punto 1551 -> Centroide 6
Punto 1552 -> Centroide 67
Punto 1553 -> Centroide 58
Punto 1554 -> Centroide 20
Punto 1555 -> Centroide 47
Punto 1556 -> Centroide 22
Punto 1557 -> Centroide 4
Punto 1558 -> Centroide 82
Punto 1559 -> Centroide 64
Punto 1560 -> Centroide 91
Punto 1561 -> Centroide 5
Punto 1562 -> Centroide 46
Punto 1563 -> Centroide 37
Punto 1564 -> Centroide 79
Punto 1565 -> Centroide 14
Punto 1566 -> Centroide 69
Punto 1567 -> Centroide 22
Punto 1568 -> Centroide 61
Punto 1569 -> Centroide 88
Punto 1570 -> Centroide 59
Punto 1571 -> Centroide 20
Punto 1572 -> Centroide 38
Punto 1573 -> Centroide 0
Punto 1574 -> Centroide 82
Punto 1575 -> Centroide 58
Punto 1576 -> Centroide 45
Punto 1577 -> Centroide 82
Punto 1578 -> Centroide 78
Punto 1579 -> Centroide 32
Punto 1580 -> Centroide 59
Punto 1581 -> Centroide 8
Punto 1582 -> Centroide 84
Punto 1583 -> Centroide 2
Punto 1584 -> Centroide 72
Punto 1585 -> Centroide 38
Punto 1586 -> Centroide 44
Punto 1587 -> Centroide 82
Punto 1588 -> Centroide 32
Punto 1589 -> Centroide 71
Punto 1590 -> Centroide 22
Punto 1591 -> Centroide 26
Punto 1592 -> Centroide 7
Punto 1593 -> Centroide 83
Punto 1594 -> Centroide 21
Punto 1595 -> Centroide 33
Punto 1596 -> Centroide 7
Punto 1597 -> Centroide 8
Punto 1598 -> Centroide 15
